Frame,Queue_base_M1,Dynamic_base_M1
93,0.0064579999999999915,0.12084189999999999
94,0.006770999999999999,0.10840779999999998
95,0.005881999999999998,0.10520229999999998
96,0.00726099999999999,0.1066404
97,0.008032999999999985,0.10073879999999999
98,0.009275000000000005,0.1141527
99,0.009706999999999993,0.10870169999999998
100,0.010650999999999994,0.10773379999999999
101,0.002135999999999999,0.0908361
102,0.0019399999999999973,0.0637028
103,0.0006780000000000119,0.062778
104,0.0007570000000000077,0.07325670000000001
105,0.0010900000000000076,0.06424750000000001
106,0.0021639999999999993,0.05126080000000001
107,0.001912999999999998,0.045206300000000005
108,0.0007330000000000114,0.0472911
109,0.0022649999999999892,0.05692340000000001
110,0.006151999999999991,0.05361990000000001
111,0.004298999999999997,0.06676699999999999
112,0.0004669999999999952,0.0743067
113,0.003384999999999999,0.05143299999999999
114,0.005278000000000005,0.0619078
115,0.007625999999999994,0.04188299999999999
116,0.01049,0.04668739999999999
117,0.011920999999999987,0.04259629999999999
118,0.014561999999999992,0.0359618
119,0.015247999999999984,0.044779
120,0.013620999999999994,0.01797499999999999
121,0.008429999999999993,0.03766700000000002
122,0.008171000000000012,0.03522500000000002
123,0.008625999999999995,0.027008000000000018
124,0.007629999999999998,0.02769000000000002
125,0.006611000000000006,0.03002500000000001
126,0.005979999999999985,0.029140000000000013
127,0.005083000000000004,0.02866100000000002
128,0.003017999999999993,0.026083000000000023
129,0.002360000000000001,0.04159300000000002
130,0.0011879999999999946,0.05115900000000001
131,0.006329000000000001,0.047400999999999985
132,0.006183999999999995,0.04500699999999999
133,0.004494999999999999,0.050700999999999996
134,0.0040010000000000046,0.038768
135,0.0031859999999999944,0.045625999999999986
136,0.0010499999999999954,0.036887
137,0.0006310000000000204,0.046428999999999984
138,0.0017199999999999993,0.03526499999999999
139,0.00284100000000001,0.03731799999999999
140,0.004133999999999999,0.03170299999999998
141,0.006419000000000008,0.04838500000000001
142,0.0067210000000000325,0.052182000000000006
143,0.0068190000000000195,0.05423900000000001
144,0.0067010000000000125,0.058256
145,0.007093000000000016,0.058370000000000005
146,0.008649000000000018,0.040985999999999995
147,0.008998000000000006,0.03862300000000002
148,0.010957000000000022,0.07786900000000001
149,0.012281000000000014,0.056637999999999994
150,0.013488000000000028,0.08353200000000001
151,0.005631999999999998,0.055925
152,0.006972000000000006,0.0618027
153,0.007838000000000012,0.056164000000000006
154,0.009221000000000007,0.053577
155,0.010601,0.050023
156,0.011141000000000012,0.051438
157,0.013010999999999995,0.053773
158,0.014265,0.057104199999999994
159,0.014903,0.055689
160,0.01605899999999999,0.0622495
161,0.005321999999999993,0.1205322
162,0.0062580000000000136,0.119635
163,0.007340000000000013,0.12597930000000002
164,0.008943000000000006,0.121269
165,0.009208999999999995,0.1236202
166,0.009636000000000006,0.11779300000000001
167,0.009874999999999995,0.12374170000000001
168,0.009894999999999987,0.1310345
169,0.011114000000000013,0.127535
170,0.011309999999999987,0.120062
171,0.005552000000000001,0.09545300000000001
172,0.006618000000000013,0.0998929
173,0.007308000000000009,0.0970754
174,0.007367000000000012,0.10107640000000001
175,0.007072999999999996,0.1158344
176,0.007124000000000019,0.1090432
177,0.007786000000000015,0.11726860000000001
178,0.008245000000000002,0.1076952
179,0.008157999999999999,0.10858860000000001
180,0.007994000000000001,0.10512840000000001
181,0.005698000000000009,0.11700590000000001
182,0.005881999999999998,0.1188555
183,0.006164000000000003,0.1263834
184,0.005804000000000004,0.12491390000000001
185,0.006447000000000008,0.12488260000000001
186,0.006853999999999999,0.12341300000000001
187,0.007830000000000004,0.13182270000000001
188,0.008143000000000011,0.13156400000000001
189,0.007755000000000012,0.1379672
190,0.007711999999999997,0.136964
191,0.005336999999999981,0.038623500000000005
192,0.005560999999999983,0.043165300000000004
193,0.006159999999999999,0.0452188
194,0.00614099999999998,0.0531307
195,0.004729999999999984,0.06386410000000001
196,0.00451399999999999,0.07219930000000001
197,0.0040869999999999795,0.0562696
198,0.003785999999999984,0.0744291
199,0.004137999999999975,0.0815455
200,0.0039819999999999856,0.0944852
201,0.005455000000000015,0.0937406
202,0.00553300000000001,0.0915774
203,0.005220000000000002,0.0947399
204,0.004964999999999997,0.0935172
205,0.005024000000000001,0.0889519
206,0.005438999999999999,0.0921456
207,0.005745,0.0944695
208,0.005972000000000005,0.0958136
209,0.005991999999999997,0.0962956
210,0.00594900000000001,0.0951709
211,0.005506000000000011,0.0703219
212,0.005600000000000022,0.0647808
213,0.005639000000000005,0.0629664
214,0.006047000000000025,0.062986
215,0.006172000000000011,0.0679549
216,0.006384000000000001,0.0664776
217,0.0068150000000000155,0.07147
218,0.006835000000000008,0.0691776
219,0.0065990000000000215,0.0704982
220,0.0066030000000000255,0.0390777
221,0.005976000000000009,0.042220499999999994
222,0.006082000000000004,0.037482699999999994
223,0.0062540000000000096,0.048894099999999996
224,0.0062460000000000016,0.05708819999999999
225,0.006395000000000012,0.057574099999999996
226,0.006437999999999999,0.0576878
227,0.006191000000000002,0.05767599999999999
228,0.006238000000000021,0.05699019999999999
229,0.0064810000000000145,0.050916199999999995
230,0.0063560000000000005,0.05662579999999999
231,0.005443000000000003,0.028320700000000004
232,0.005375999999999992,0.028450100000000002
233,0.004933999999999994,0.028896800000000004
234,0.004897999999999986,0.0252132
235,0.004636000000000001,0.022673800000000004
236,0.0046479999999999855,0.027650600000000004
237,0.005007999999999985,0.024625400000000002
238,0.005525000000000002,0.026153700000000002
239,0.006500999999999979,0.026036100000000003
240,0.007213999999999998,0.0308719
241,0.005526000000000003,0.016631100000000003
242,0.004612999999999978,0.0129161
243,0.004710999999999993,0.021560870000000003
244,0.0040949999999999875,0.0186884
245,0.005591999999999986,0.004914100000000001
246,0.005294999999999994,0.015541700000000002
247,0.005079,0.0168349
248,0.005254999999999982,0.02276001
249,0.005533999999999983,0.02307351
250,0.00580799999999998,0.016439099999999998
251,0.005553000000000002,0.006383600000000001
252,0.005662,0.0094245
253,0.006030999999999981,0.010141700000000002
254,0.006411,0.01600019
255,0.006402999999999992,0.0161687
256,0.006398999999999988,0.014236760000000001
257,0.006422999999999984,0.013723410000000002
258,0.006484999999999991,0.01705042
259,0.00614099999999998,0.01347652
260,0.006155999999999995,0.01362544
261,0.005450999999999984,0.01357447
262,0.005650999999999989,0.0095774
263,0.005324999999999996,0.0067989999999999995
264,0.005101999999999995,0.0006741000000000004
265,0.005097999999999991,0.001430299999999999
266,0.005348999999999993,0.0100985
267,0.005285999999999985,0.008092199999999999
268,0.005473999999999979,0.0093697
269,0.005407999999999996,0.0086956
270,0.006249999999999978,0.0038718000000000016
271,0.005583999999999978,0.0087584
272,0.005763999999999991,0.0055137
273,0.005826999999999999,0.0262752
274,0.005635000000000001,0.0305505
275,0.005336999999999981,0.001602700000000002
276,0.005426999999999987,0.004824
277,0.0061209999999999876,0.0057958
278,0.006861999999999979,0.015138080000000002
279,0.007606000000000002,0.011705260000000002
280,0.007551000000000002,0.01405259
281,0.004527000000000003,0.03292916
282,0.004298999999999997,0.0287361
283,0.003903999999999991,0.026890400000000002
284,0.003143000000000007,0.0251975
285,0.00325700000000001,0.022101700000000002
286,0.002707999999999988,0.032125810000000005
287,0.0027830000000000077,0.02826193
288,0.003374999999999989,0.030895330000000002
289,0.004044999999999993,0.028379500000000002
290,0.005098999999999992,0.0255071
291,0.004651000000000016,0.008154899999999998
292,0.005223000000000005,0.012406699999999998
293,0.005635000000000001,0.003291699999999998
294,0.005690000000000001,0.004059799999999999
295,0.005438999999999999,0.014710999999999998
296,0.005278000000000005,0.012375399999999998
297,0.005204000000000014,0.015341900000000002
298,0.005282000000000009,0.0129319
299,0.005525000000000002,0.015169499999999999
300,0.005474000000000007,0.0036758
301,0.005486000000000019,0.0123989
302,0.005263000000000018,0.0077631
303,0.005416000000000004,0.0233557
304,0.004926000000000014,0.029535600000000002
305,0.004718,0.0175952
306,0.004605000000000026,0.0161884
307,0.004494999999999999,0.021517800000000004
308,0.003981000000000012,0.004114700000000001
309,0.004099000000000019,0.0098949
310,0.0037860000000000116,0.0218157
311,0.005348999999999993,0.0017477999999999973
312,0.005462999999999996,0.006536499999999997
313,0.005972000000000005,0.006042699999999998
314,0.004411999999999999,0.006489399999999999
315,0.003809000000000007,0.0022179999999999978
316,0.0035379999999999856,0.004267499999999997
317,0.0036680000000000046,0.0021709999999999993
318,0.0037770000000000026,0.0066815
319,0.004066999999999987,0.003252599999999998
320,0.0035310000000000064,0.05071629999999999
321,0.005505999999999983,0.0239788
322,0.005767999999999995,0.0264437
323,0.005849999999999994,0.0353549
324,0.00554099999999999,0.005482399999999998
325,0.005110000000000003,0.004052
326,0.0049839999999999884,0.007402499999999999
327,0.005055000000000004,0.005744900000000004
328,0.005046999999999996,0.0066972
329,0.005089999999999983,0.0009053000000000012
330,0.004905999999999994,0.0009325999999999987
331,0.005838999999999983,0.004961200000000002
332,0.006069999999999992,0.0083822
333,0.0061209999999999876,0.005670500000000002
334,0.005740999999999996,0.004263599999999999
335,0.005862000000000006,0.0017713
336,0.005869999999999986,0.007422099999999999
337,0.005976000000000009,0.01227737
338,0.005959999999999993,0.0084488
339,0.005767999999999995,0.009753699999999999
340,0.005375999999999992,0.0107099
341,0.005854999999999999,0.0088563
342,0.005134,0.002288499999999999
343,0.0037820000000000076,0.005301999999999998
344,0.001916000000000001,0.009953599999999998
345,0.0009089999999999931,0.006309099999999998
346,0.0006269999999999887,0.003949999999999999
347,0.002593999999999985,0.004353800000000001
348,0.0034170000000000034,0.011184099999999999
349,0.0028839999999999977,0.014542500000000003
350,0.0026609999999999967,0.014017400000000003
351,0.006728000000000012,0.0113447
352,0.006853999999999999,0.005635100000000004
353,0.006740000000000024,0.0041342000000000045
354,0.006842000000000015,0.005160900000000003
355,0.0071510000000000185,0.004898400000000004
356,0.007445000000000007,0.006951800000000001
357,0.007359000000000004,0.011125300000000005
358,0.007183000000000023,0.013335400000000004
359,0.0070300000000000085,0.013907600000000003
360,0.0071550000000000225,0.012724100000000002
361,0.006724000000000008,0.0093227
362,0.0065910000000000135,0.008969999999999999
363,0.00656000000000001,0.0104748
364,0.006501000000000007,0.0110274
365,0.0065749999999999975,0.011728800000000001
366,0.0068100000000000105,0.011866000000000002
367,0.006442000000000003,0.009024900000000002
368,0.006618000000000013,0.011913
369,0.00661500000000001,0.010325899999999999
370,0.0072610000000000174,0.0100477
371,0.0062660000000000216,0.005262900000000001
372,0.006089000000000011,0.003679700000000001
373,0.006159999999999999,0.0025746
374,0.0062500000000000056,0.0015008999999999995
375,0.006313000000000013,0.0005368999999999999
376,0.0068180000000000185,0.0013087999999999989
377,0.007418000000000008,0.0006348000000000013
378,0.007586000000000009,0.0008112000000000015
379,0.008088000000000012,0.0014147000000000014
380,0.008276000000000006,0.0018065999999999985
381,0.005822999999999995,0.017199299999999997
382,0.005764000000000019,0.020722299999999996
383,0.006164000000000003,0.019821
384,0.005843000000000015,0.021110199999999996
385,0.005242999999999998,0.0204519
386,0.004074999999999995,0.018132
387,0.003723000000000004,0.014138799999999997
388,0.002610000000000001,0.012579099999999996
389,0.0,0.013068999999999997
390,0.0012379999999999891,0.010180799999999997
391,0.003727000000000008,0.021165100000000006
392,0.0019399999999999973,0.023684900000000002
393,0.001485000000000014,0.0162628
394,0.0008420000000000094,0.0157886
395,0.0011089999999999989,0.010090800000000004
396,0.001465999999999995,0.012089300000000004
397,0.0020809999999999995,0.011219400000000004
398,0.0028569999999999984,0.009887
399,0.0036599999999999966,0.009973200000000002
400,0.0038679999999999826,0.015087200000000002
401,0.005196000000000006,0.02809740000000001
402,0.005261999999999989,0.035507800000000006
403,0.004733000000000015,0.036699
404,0.0034049999999999914,0.031279400000000006
405,0.003276000000000001,0.038905300000000004
406,0.0021780000000000133,0.0419462
407,3.600000000000825e-05,0.04207160000000001
408,0.0010659999999999836,0.038909200000000005
409,0.0038800000000000223,0.03423810000000001
410,0.0061099999999999766,0.029053600000000006
411,0.004486999999999963,0.031107000000000003
412,0.001680999999999988,0.019002000000000005
413,0.002065000000000039,0.020941800000000003
414,0.004119000000000039,0.016615500000000005
415,0.008597999999999995,0.0211142
416,0.012458000000000025,0.004541799999999999
417,0.013841000000000048,0.0306407
418,0.017893000000000048,0.025707
419,0.020848000000000033,0.0026216000000000017
420,0.020072000000000034,0.001884899999999995
421,0.004764999999999964,0.0049376
422,0.0010029999999999761,3.900000000001125e-06
423,0.0007639999999999869,0.0007602000000000025
424,0.005690000000000028,0.0041852
425,0.01129800000000003,0.004443900000000001
426,0.012822,0.004306699999999997
427,0.017513,0.003961800000000001
428,0.021556999999999993,0.005858500000000003
429,0.02334400000000003,0.0149069
430,0.02738400000000002,0.0271763
431,0.0038870000000000293,0.009174000000000002
432,0.0023739999999999872,0.012065999999999993
433,0.0029790000000000094,0.027559999999999987
434,0.006556000000000006,0.014848200000000006
435,0.008720000000000006,0.039901000000000006
436,0.01264599999999999,0.04764800000000001
437,0.016454999999999997,0.05494500000000001
438,0.01732499999999998,0.05484699999999999
439,0.02042499999999997,0.059916999999999984
440,0.023751999999999995,0.073233
441,0.004581000000000002,0.06277799999999999
442,0.002163000000000026,0.066815
443,0.0011209999999999831,0.06880499999999999
444,0.0024809999999999555,0.068903
445,0.009440000000000004,0.06821799999999999
446,0.012582999999999955,0.069566
447,0.01321,0.072093
448,0.014907000000000004,0.077689
449,0.017422999999999966,0.084935
450,0.017720999999999987,0.078391
451,0.006543999999999994,0.028784000000000004
452,0.005129999999999968,0.03004900000000002
453,0.003992999999999969,0.032432000000000016
454,0.001786999999999983,0.034634000000000026
455,0.0003570000000000517,0.03624100000000002
456,0.0007920000000000149,0.037185000000000024
457,0.0028880000000000017,0.039274
458,0.004424000000000039,0.042186
459,0.004977000000000009,0.03703600000000001
460,0.006547999999999998,0.037942000000000004
461,0.0066890000000000005,0.020439999999999986
462,0.006704999999999961,0.01941699999999999
463,0.004062999999999983,0.01796299999999998
464,0.0037219999999999476,0.018672999999999995
465,0.003330999999999973,0.01804599999999998
466,0.002781999999999951,0.017637999999999987
467,0.002346999999999988,0.018393999999999994
468,0.0019899999999999918,0.015960999999999975
469,0.0014339999999999908,0.017096999999999973
470,0.0024530000000000385,0.028280999999999973
471,0.0066930000000000045,0.012975000000000014
472,0.006417999999999979,0.010385000000000005
473,0.006458000000000019,0.007168000000000008
474,0.006265999999999994,0.016498000000000013
475,0.006203000000000014,0.004518999999999995
476,0.007124000000000019,0.003249000000000002
477,0.007730999999999988,0.00395100000000001
478,0.007765999999999995,0.005361000000000005
479,0.008315000000000017,0.00359000000000001
480,0.008409,0.002477000000000007
481,0.0063489999999999935,0.053862999999999994
482,0.006763999999999992,0.053538
483,0.00724600000000003,0.049482
484,0.0067989999999999995,0.043255000000000016
485,0.0067050000000000165,0.033493999999999996
486,0.006379999999999997,0.03046500000000002
487,0.006227000000000038,0.016869999999999996
488,0.0069049999999999945,0.017733
489,0.007203000000000015,0.027576000000000017
490,0.007817999999999992,0.02845800000000001
491,0.006716,0.01861400000000002
492,0.0066970000000000085,0.02110200000000001
493,0.006614000000000009,0.01993800000000001
494,0.006919999999999982,0.03007600000000002
495,0.006328,0.056437000000000015
496,0.00585800000000003,0.05321200000000001
497,0.005439000000000027,0.05104900000000001
498,0.00572499999999998,0.05336100000000002
499,0.005678000000000016,0.07528700000000002
500,0.0024290000000000145,0.16004170999999998
501,0.007238000000000022,0.16553139
502,0.0023239999999999927,0.16220046
503,0.003012999999999988,0.1555347
504,0.005410999999999999,0.15308549999999999
505,0.012826000000000004,0.15027179999999998
506,0.019318999999999975,0.13893489999999997
507,0.022351999999999983,0.13157939999999999
508,0.026714000000000016,0.1318028
509,0.03131800000000001,0.12148469999999999
510,0.033555999999999975,0.11978399999999999
511,0.011497000000000035,0.203771
512,0.009694000000000036,0.2003617
513,0.009184999999999999,0.2012121
514,0.006889000000000034,0.19627060000000002
515,0.00520799999999999,0.1891855
516,0.003617000000000037,0.1884527
517,0.0009879999999999889,0.190079
518,0.005448000000000008,0.1861132
519,0.007425999999999988,0.18750830000000002
520,0.019828999999999986,0.1938958
521,0.013942999999999983,0.1888832
522,0.012116999999999989,0.1941814
523,0.010141999999999984,0.1954589
524,0.0062269999999999825,0.18206070000000002
525,0.004809000000000008,0.2170433
526,0.002485000000000015,0.209919
527,0.0011289999999999911,0.19030180000000002
528,0.0007440000000000224,0.1853642
529,0.0026639999999999997,0.18507030000000002
530,0.0041220000000000145,0.2129796
531,0.014723000000000042,0.1353378
532,0.013837000000000044,0.1329865
533,0.013998000000000066,0.1332451
534,0.012873000000000023,0.13331959999999998
535,0.011047000000000029,0.1336605
536,0.010726000000000013,0.1321557
537,0.010248000000000035,0.1336488
538,0.009960999999999998,0.13763809999999999
539,0.00874700000000006,0.13670149999999998
540,0.008410000000000029,0.1304158
541,0.014616999999999991,0.004447699999999999
542,0.013175000000000048,0.0035934000000000105
543,0.012705000000000077,0.013833100000000001
544,0.01400200000000007,0.009589100000000003
545,0.014480000000000048,0.0019672000000000023
546,0.014832999999999985,0.00014899999999999636
547,0.015322999999999976,0.005878100000000011
548,0.016283000000000047,0.0009248999999999924
549,0.016808000000000045,0.009327099999999991
550,0.018305000000000016,0.008394100000000002
551,0.012893000000000043,0.034293000000000004
552,0.01329600000000003,0.0363033
553,0.013425999999999993,0.039097400000000004
554,0.014985000000000026,0.03573899999999999
555,0.015317999999999998,0.037243799999999994
556,0.015463000000000005,0.040613899999999994
557,0.01642300000000002,0.0440898
558,0.016878000000000004,0.053612400000000004
559,0.017367999999999995,0.0500385
560,0.017535999999999996,0.045516299999999996
561,0.011888999999999983,0.030507700000000013
562,0.012865000000000015,0.03367400000000001
563,0.01269300000000001,0.025225200000000003
564,0.01389600000000002,0.013250000000000012
565,0.014741999999999977,0.033202999999999996
566,0.015832000000000013,0.073288
567,0.01586700000000002,0.095852
568,0.016874,0.117378
569,0.017344000000000026,0.075004
570,0.01891599999999999,0.08125500000000001
571,0.012705000000000022,0.03839999999999999
572,0.011458000000000024,0.0944257
573,0.011124999999999996,0.14067860000000001
574,0.008369999999999989,0.1443857
575,0.006043000000000021,0.1537202
576,0.005153000000000019,0.1431709
577,0.002597999999999989,0.1347652
578,0.00021899999999996922,0.1337934
579,0.0018650000000000055,0.13395010000000002
580,0.005133999999999972,0.126771
581,0.01671300000000009,0.1134511
582,0.014890999999999988,0.109791
583,0.011705000000000076,0.10382279999999999
584,0.008304000000000089,0.0958599
585,0.0064270000000000715,0.1006956
586,0.0028370000000000895,0.1234909
587,0.0004269999999999552,0.0951819
588,0.0023119999999999807,0.1209751
589,0.005940999999999974,0.0902717
590,0.009471999999999925,0.0875874
591,0.019664000000000015,0.128405
592,0.016912999999999956,0.0963889
593,0.006673999999999958,0.0871093
594,0.004901999999999962,0.102075
595,0.00905200000000006,0.09775260000000001
596,0.018171000000000048,0.0862981
597,0.02249000000000001,0.0943707
598,0.02821499999999999,0.1129338
599,0.034089000000000036,0.0893116
600,0.03716900000000001,0.1035523
601,0.02633399999999997,0.1690979
602,0.022560000000000024,0.17638279999999998
603,0.022042999999999924,0.1728834
604,0.01886500000000002,0.1730715
605,0.015075999999999978,0.17874189999999998
606,0.013452999999999937,0.1726757
607,0.005156999999999967,0.16186
608,0.00030999999999992145,0.1658924
609,0.0021120000000000028,0.16389379999999998
610,0.005971999999999977,0.168032
611,0.029378999999999933,0.0194135
612,0.02763099999999996,0.018465099999999998
613,0.024328000000000016,0.019045099999999995
614,0.02103199999999994,0.0163137
615,0.02042900000000003,0.0226856
616,0.019347000000000003,0.017602999999999994
617,0.018225999999999964,0.020643999999999996
618,0.01819499999999996,0.018441600000000002
619,0.017830000000000013,0.013500100000000001
620,0.010440000000000005,0.014985299999999993
621,0.03007599999999999,0.01562799999999999
622,0.029495999999999967,0.01252819999999999
623,0.028633999999999937,0.02459399999999999
624,0.02905000000000002,0.02579709999999999
625,0.02795599999999998,0.031056
626,0.028661999999999965,0.022215399999999996
627,0.028900999999999955,0.03158119999999999
628,0.028869000000000034,0.016106099999999998
629,0.02807000000000004,0.021898
630,0.02726700000000004,0.030883599999999997
631,0.030283999999999978,0.014315099999999997
632,0.028587999999999947,0.01567099999999999
633,0.028552000000000022,0.011255100000000004
634,0.027920999999999974,0.01242610000000001
635,0.027537000000000034,0.0169054
636,0.02722800000000003,0.023034299999999994
637,0.027043999999999957,0.0240219
638,0.027019999999999933,0.025256299999999995
639,0.02730599999999994,0.030597499999999993
640,0.027142,0.017704799999999993
641,0.031106999999999996,0.07633739999999999
642,0.03134999999999999,0.08003279999999999
643,0.03136899999999998,0.07641179999999999
644,0.03161199999999997,0.07886109999999999
645,0.025679000000000007,0.07987599999999999
646,0.026568999999999954,0.0842454
647,0.02587499999999998,0.08030709999999999
648,0.025012999999999952,0.08760769999999998
649,0.023221999999999965,0.0835988
650,0.021764000000000006,0.08550329999999999
651,0.03279999999999994,0.004349800000000001
652,0.031028999999999973,0.004224400000000003
653,0.029617999999999922,0.005309900000000006
654,0.028826999999999936,0.002570699999999995
655,0.027873999999999954,0.003268199999999999
656,0.027391999999999972,0.0025196999999999997
657,0.026761999999999952,0.0027118000000000003
658,0.025629000000000013,0.008566299999999999
659,0.024872999999999923,0.005932900000000005
660,0.02424599999999999,0.012673199999999996
661,0.03511200000000003,0.10650349999999999
662,0.03361100000000006,0.1105007
663,0.032487000000000044,0.1393896
664,0.03191900000000003,0.10405829999999999
665,0.031209000000000042,0.09822719999999999
666,0.03086,0.09695749999999999
667,0.030155000000000043,0.08830879999999999
668,0.029536000000000007,0.10013559999999999
669,0.028967999999999994,0.10156979999999999
670,0.027557000000000054,0.0858008
671,0.038215,0.11060260000000001
672,0.03809399999999996,0.08997000000000001
673,0.03854499999999994,0.095253
674,0.03833299999999995,0.1015621
675,0.03841099999999997,0.10187560000000001
676,0.03904200000000002,0.09843500000000001
677,0.03916399999999998,0.1039525
678,0.038587999999999956,0.0969223
679,0.03853299999999993,0.092972
680,0.03832099999999994,0.0978432
681,0.03803599999999996,0.0001840000000000036
682,0.03793000000000002,0.0003559999999999952
683,0.037953000000000015,0.003004999999999994
684,0.037800999999999974,0.004871
685,0.037780999999999954,0.0022760000000000002
686,0.038336999999999954,0.012723899999999996
687,0.038659,0.002452999999999997
688,0.03835299999999997,0.002587000000000006
689,0.03867100000000001,0.0021079999999999988
690,0.038336999999999954,0.0025280000000000025
691,0.038348999999999966,0.015710000000000016
692,0.038412,0.014907000000000017
693,0.03842000000000001,0.016525000000000012
694,0.038873999999999964,0.015099000000000015
695,0.03489299999999995,0.005718000000000001
696,0.03548399999999996,0.002229999999999982
697,0.03570399999999996,0.018974999999999992
698,0.036208999999999936,0.010827999999999977
699,0.036208999999999936,0.017328999999999983
700,0.03665599999999991,1.9999999999992246e-05
701,0.03834900000000008,0.007273000000000002
702,0.03856800000000005,0.009233000000000005
703,0.03858000000000006,0.0064619999999999955
704,0.038509000000000015,0.011846999999999996
705,0.03781600000000007,0.0019639999999999935
706,0.03756100000000007,0.0047729999999999995
707,0.037654999999999994,0.008028999999999994
708,0.037129999999999996,0.003032999999999994
709,0.036605,0.002269000000000007
710,0.03676200000000007,0.024014000000000008
711,0.038462999999999914,0.017596
712,0.037866999999999984,0.01682700000000001
713,0.03745199999999993,0.009366
714,0.03698099999999993,0.040104
715,0.037051999999999974,0.042333800000000005
716,0.036122999999999905,0.0386619
717,0.03569599999999995,0.0545681
718,0.035487999999999964,0.05296530000000001
719,0.03464199999999995,0.04440290000000001
720,0.019065,0.0241783
721,0.03772200000000003,0.0326355
722,0.03698900000000005,0.028477699999999995
723,0.03747100000000003,0.0174034
724,0.03773800000000005,0.0225369
725,0.03792200000000001,0.0369853
726,0.037820000000000076,0.014526999999999998
727,0.03828600000000004,0.005530000000000007
728,0.03830200000000006,0.012285000000000004
729,0.038615000000000066,0.008857000000000004
730,0.03869800000000001,0.009276000000000006
731,0.0371459999999999,0.03800429999999999
732,0.036408999999999914,0.0321027
733,0.035566999999999904,0.01758399999999999
734,0.03522599999999998,0.0367464
735,0.034528,0.0339758
736,0.03432899999999994,0.030950599999999995
737,0.033187999999999995,0.0447524
738,0.03205999999999998,0.10245579999999999
739,0.031224999999999947,0.110646
740,0.030272999999999994,0.11300508999999999
741,0.03341099999999997,0.057472260000000004
742,0.03177300000000005,0.055732340000000005
743,0.031557999999999975,0.0529304
744,0.03154999999999997,0.04761270000000001
745,0.02290099999999995,0.02351240000000001
746,0.02127100000000004,0.010933299999999993
747,0.019886999999999988,0.003613100000000008
748,0.017850000000000033,0.045790500000000005
749,0.017046000000000006,0.053914000000000004
750,0.015983999999999998,0.062178670000000005
751,0.026924999999999977,0.06683411
752,0.026125999999999983,0.06527445
753,0.025303000000000075,0.0530401
754,0.024680000000000035,0.0017360000000000014
755,0.025349999999999984,0.015032299999999998
756,0.02498200000000006,0.0296962
757,0.025487000000000037,0.0380549
758,0.024316000000000004,0.0595648
759,0.02478999999999998,0.0575271
760,0.02377499999999999,0.0024765999999999955
761,0.02335200000000004,0.040010000000000004
762,0.02270899999999998,0.061958900000000004
763,0.020460000000000034,0.0691929
764,0.020464000000000038,0.06594820000000001
765,0.018340000000000023,0.06928690000000001
766,0.015415999999999985,0.0745537
767,0.014511000000000052,0.07917790000000001
768,0.012932000000000055,0.0833866
769,0.01181500000000002,0.0896252
770,0.008637000000000006,0.06992570000000001
771,0.01713599999999993,0.009208999999999998
772,0.016823000000000032,0.006885199999999998
773,0.017218999999999984,0.024840899999999996
774,0.01777899999999999,0.012042299999999995
775,0.01762600000000003,0.061136300000000005
776,0.017410999999999954,0.039175600000000005
777,0.017143999999999937,0.0486041
778,0.017257999999999996,0.025608999999999996
779,0.01871899999999993,0.016764399999999995
780,0.018985999999999947,0.00044670000000000126
